Clave de metrópoli,Tipo de metrópoli,Nombre de la metrópoli,Clave de municipio,Municipio,ODS,Nombre del ODS,Clave de indicador,Indicador,Año,Valor,Ponderador
17.1.02,Zona metropolitana,Cuernavaca,17028,Xochitepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.01007755545,NA
17.1.02,Zona metropolitana,Cuernavaca,17029,Yautepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.5039685749,NA
17.1.02,Zona metropolitana,Cuernavaca,17008,Emiliano Zapata,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.3823501127,NA
17.1.02,Zona metropolitana,Cuernavaca,17011,Jiutepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.7766512742,NA
17.1.02,Zona metropolitana,Cuernavaca,17009,Huitzilac,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.20824329285,NA
17.1.02,Zona metropolitana,Cuernavaca,17007,Cuernavaca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.18886593495,NA
17.1.02,Zona metropolitana,Cuernavaca,17018,Temixco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.29118933645,NA
17.1.02,Zona metropolitana,Cuernavaca,17020,Tepoztlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2301421454,NA
18.1.01,Zona metropolitana,Tepic,18008,Xalisco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.24608662705,NA
18.1.01,Zona metropolitana,Tepic,18017,Tepic,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.4344630789,NA
19.1.01,Zona metropolitana,Monterrey,19010,El Carmen,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.6866033993,NA
19.1.01,Zona metropolitana,Monterrey,19018,García,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.2768291224,NA
19.1.01,Zona metropolitana,Monterrey,19031,Juárez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.2850806253,NA
19.1.01,Zona metropolitana,Monterrey,19039,Monterrey,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.83709533595,NA
19.1.01,Zona metropolitana,Monterrey,19045,Salinas Victoria,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.0251931367,NA
19.1.01,Zona metropolitana,Monterrey,19019,San Pedro Garza García,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.6696525473,NA
19.1.01,Zona metropolitana,Monterrey,19025,General Zuazua,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.64928790265,NA
19.1.01,Zona metropolitana,Monterrey,19048,Santa Catarina,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.17418350475,NA
19.1.01,Zona metropolitana,Monterrey,19012,Ciénega de Flores,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.5495064756,NA
19.1.01,Zona metropolitana,Monterrey,19006,Apodaca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,5.2645872377,NA
19.1.01,Zona metropolitana,Monterrey,19046,San Nicolás de los Garza,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.30670059895,NA
19.1.01,Zona metropolitana,Monterrey,19049,Santiago,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.68841587595,NA
19.1.01,Zona metropolitana,Monterrey,19026,Guadalupe,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.07493790135,NA
19.1.01,Zona metropolitana,Monterrey,19009,Cadereyta Jiménez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.20790518965,NA
19.1.01,Zona metropolitana,Monterrey,19041,Pesquería,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.9559074023,NA
19.1.01,Zona metropolitana,Monterrey,19021,General Escobedo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.5234916805,NA
20.1.01,Zona metropolitana,Oaxaca,20293,San Pablo Etla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.15409441895,NA
20.1.01,Zona metropolitana,Oaxaca,20227,San Lorenzo Cacaotepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.485939332,NA
20.1.01,Zona metropolitana,Oaxaca,20390,Santa Lucía del Camino,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.39989187145,NA
20.1.01,Zona metropolitana,Oaxaca,20399,Santa María Atzompa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2225918178,NA
20.1.01,Zona metropolitana,Oaxaca,20157,San Jacinto Amilpas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.1459387083,NA
20.1.01,Zona metropolitana,Oaxaca,20553,Tlalixtac de Cabrera,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.0697011629,NA
20.1.01,Zona metropolitana,Oaxaca,20519,Santo Domingo Tomaltepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.73672766435,NA
20.1.01,Zona metropolitana,Oaxaca,20067,Oaxaca de Juárez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.41050542555,NA
20.1.01,Zona metropolitana,Oaxaca,20045,Magdalena Apasco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.51839373855,NA
20.1.01,Zona metropolitana,Oaxaca,20350,San Sebastián Tutla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.8853296156,NA
20.1.01,Zona metropolitana,Oaxaca,20091,San Andrés Huayápam,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.11633948525,NA
20.1.01,Zona metropolitana,Oaxaca,20083,San Agustín de las Juntas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.6980788645,NA
20.1.01,Zona metropolitana,Oaxaca,20403,Santa María Coyotepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.29573484575,NA
20.1.01,Zona metropolitana,Oaxaca,20375,Santa Cruz Amilpas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.4366555919,NA
20.1.01,Zona metropolitana,Oaxaca,20063,Nazareno Etla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.6767639018,NA
20.1.01,Zona metropolitana,Oaxaca,20539,Soledad Etla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.5718792358,NA
20.1.01,Zona metropolitana,Oaxaca,20115,San Bartolo Coyotepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.0967715352,NA
20.1.01,Zona metropolitana,Oaxaca,20087,San Agustín Yatareni,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2837966585,NA
20.1.01,Zona metropolitana,Oaxaca,20409,Santa María del Tule,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.2584506711,NA
20.1.01,Zona metropolitana,Oaxaca,20338,Villa de Etla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.02641346965,NA
20.1.01,Zona metropolitana,Oaxaca,20565,Villa de Zaachila,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.4532640921,NA
20.1.01,Zona metropolitana,Oaxaca,20385,Santa Cruz Xoxocotlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.915911393,NA
20.1.01,Zona metropolitana,Oaxaca,20174,Ánimas Trujano,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.5557288656,NA
20.1.01,Zona metropolitana,Oaxaca,20107,San Antonio de la Cal,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.34235751985,NA
20.3.03,Zona conurbada,Salina Cruz,20308,San Pedro Huilotepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.26215752995,NA
20.3.03,Zona conurbada,Salina Cruz,20079,Salina Cruz,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.31034932215,NA
20.3.04,Zona conurbada,Tehuantepec,20515,Santo Domingo Tehuantepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.10241615785,NA
20.3.04,Zona conurbada,Tehuantepec,20124,San Blas Atempa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.18590944935,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21034,Coronango,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.7485544336,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29022,Acuamanala de Miguel Hidalgo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.31329300375,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21140,San Pedro Cholula,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.6407264428,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29042,Xicohtzinco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.8377119319,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29028,Teolocholco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.1109412128,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29044,Zacatelco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.3308109572,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21163,Tepatlaxco de Hidalgo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.45133628665,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21041,Cuautlancingo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.91868792795,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29054,San Lorenzo Axocomanitla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.12726022325,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21125,San Gregorio Atzompa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.58338582335,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29051,San Jerónimo Zacualpan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.08962404665,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29029,Tepeyanco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.6612744371,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29017,Mazatecochco de José María Morelos,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2439827896,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21181,Tlaltenango,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.4604528742,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21136,San Miguel Xoxtla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.41192884525,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29025,San Pablo del Monte,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.64940736975,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21114,Puebla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.87139790425,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29041,Papalotla de Xicohténcatl,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.01660346105,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21106,Ocoyucan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2204769843,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29027,Tenancingo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.3277076449,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21001,Acajete,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.302958422,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21015,Amozoc,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.1479640801,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21119,San Andrés Cholula,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.4315379818,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29059,Santa Cruz Quilehtla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.2986761091,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21090,Juan C. Bonilla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.58705440965,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29032,Tetlatlahuca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.6925954719,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29058,Santa Catarina Ayometla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.32600762565,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29053,San Juan Huactzinco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.6376705115,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21048,Chiautzingo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.5990784629,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21132,San Martín Texmelucan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.7391700244,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21122,San Felipe Teotlalcingo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.22408279625,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21143,San Salvador el Verde,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.06823540545,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21074,Huejotzingo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.3822273509,NA
21.1.03,Zona metropolitana,Tehuacán,21156,Tehuacán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.01419560655,NA
21.1.03,Zona metropolitana,Tehuacán,21149,Santiago Miahuatlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.50374521625,NA
21.3.05,Zona conurbada,Teziutlán,21174,Teziutlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.8201457078,NA
21.3.05,Zona conurbada,Teziutlán,21054,Chignautla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.2201431742,NA
22.1.01,Zona metropolitana,Querétaro,22014,Querétaro,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.3956765565,NA
22.1.01,Zona metropolitana,Querétaro,22006,Corregidora,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.40378648105,NA
22.1.01,Zona metropolitana,Querétaro,22011,El Marqués,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.52556064255,NA
22.1.01,Zona metropolitana,Querétaro,22008,Huimilpan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.0619659376,NA
23.1.01,Zona metropolitana,Cancún,23003,Isla Mujeres,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.0420034492,NA
23.1.01,Zona metropolitana,Cancún,23005,Benito Juárez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.963821281,NA
23.2.02,Metrópoli municipal,Chetumal,23004,Othón P. Blanco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.9876119749,NA
24.1.01,Zona metropolitana,San Luis Potosí,24035,Soledad de Graciano Sánchez,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.7850408565,NA
24.1.01,Zona metropolitana,San Luis Potosí,24028,San Luis Potosí,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.76011844235,NA
24.3.03,Zona conurbada,Rioverde,24024,Rioverde,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.49292561425,NA
24.3.03,Zona conurbada,Rioverde,24011,Ciudad Fernández,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.34694256675,NA
25.2.01,Metrópoli municipal,Culiacán,25006,Culiacán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.55528152525,NA
25.2.03,Metrópoli municipal,Mazatlán,25012,Mazatlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.66620132795,NA
26.1.01,Zona metropolitana,Guaymas,26025,Empalme,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.1939816648,NA
26.1.01,Zona metropolitana,Guaymas,26029,Guaymas,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.34151631145,NA
26.2.03,Metrópoli municipal,Hermosillo,26030,Hermosillo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.43830245525,NA
26.2.04,Metrópoli municipal,Nogales,26043,Nogales,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.51346321975,NA
27.1.01,Zona metropolitana,Villahermosa,27004,Centro,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.7548011409,NA
27.1.01,Zona metropolitana,Villahermosa,27013,Nacajuca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.27223732835,NA
28.1.01,Zona metropolitana,Reynosa,28033,Río Bravo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.354493773,NA
28.1.01,Zona metropolitana,Reynosa,28032,Reynosa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.2135704272,NA
28.1.02,Zona metropolitana,Tampico,28003,Altamira,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.00821914865,NA
28.1.02,Zona metropolitana,Tampico,30133,Pueblo Viejo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.14611518195,NA
28.1.02,Zona metropolitana,Tampico,28038,Tampico,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.90896950905,NA
28.1.02,Zona metropolitana,Tampico,30123,Pánuco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.6878301325,NA
28.1.02,Zona metropolitana,Tampico,28009,Ciudad Madero,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.1196838429,NA
28.2.03,Metrópoli municipal,Ciudad Victoria,28041,Victoria,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.89221013815,NA
28.2.04,Metrópoli municipal,Matamoros,28022,Matamoros,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,4.25023448915,NA
28.2.05,Metrópoli municipal,Nuevo Laredo,28027,Nuevo Laredo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,3.8756895055,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29009,Cuaxomulco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.603910308,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29050,San Francisco Tetlanohcan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.5410524012,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29033,Tlaxcala,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.11012989575,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29026,Santa Cruz Tlaxcala,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.0236080736,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29005,Apizaco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.5128001899,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29043,Yauhquemehcan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.3947516072,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29048,La Magdalena Tlaltelulco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.5633129247,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29038,Tzompantepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.68696264445,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29018,Contla de Juan Cuamatzi,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.3574579489,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29039,Xaloztoc,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.42121605075,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29056,Santa Ana Nopalucan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.47973918375,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29031,Tetla de la Solidaridad,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.5097641393,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29036,Totolac,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.50739883335,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29010,Chiautempan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.51761629155,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29060,Santa Isabel Xiloxoxtla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.44227545135,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29024,Panotla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.05710583975,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29049,San Damián Texóloc,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.5478086905,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29015,Ixtacuixtla de Mariano Matamoros,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.10387443685,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29035,Tocatlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.25667481215,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29001,Amaxac de Guerrero,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.196332223,NA
29.1.01,Zona metropolitana,Tlaxcala-Apizaco,29002,Apetatitlán de Antonio Carvajal,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.193680181,NA
30.1.01,Zona metropolitana,Coatzacoalcos,30206,Nanchital de Lázaro Cárdenas del Río,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.19640229335,NA
30.1.01,Zona metropolitana,Coatzacoalcos,30039,Coatzacoalcos,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.4559907594,NA
30.1.01,Zona metropolitana,Coatzacoalcos,30082,Ixhuatlán del Sureste,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.0321917187,NA
30.1.02,Zona metropolitana,Córdoba,30196,Yanga,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.0118160881,NA
30.1.02,Zona metropolitana,Córdoba,30044,Córdoba,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.89817325925,NA
30.1.02,Zona metropolitana,Córdoba,30068,Fortín,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.2095637265,NA
30.1.02,Zona metropolitana,Córdoba,30014,Amatlán de los Reyes,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.8279610474,NA
30.1.03,Zona metropolitana,Minatitlán,30199,Zaragoza,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.7165384146,NA
30.1.03,Zona metropolitana,Minatitlán,30059,Chinameca,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.16500728965,NA
30.1.03,Zona metropolitana,Minatitlán,30108,Minatitlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.8632424463,NA
30.1.03,Zona metropolitana,Minatitlán,30048,Cosoleacaque,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.038731873,NA
30.1.03,Zona metropolitana,Minatitlán,30120,Oteapan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.6028485739,NA
30.1.04,Zona metropolitana,Orizaba,30081,Ixhuatlancillo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.04612678355,NA
30.1.04,Zona metropolitana,Orizaba,30099,Maltrata,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.46003918115,NA
30.1.04,Zona metropolitana,Orizaba,30085,Ixtaczoquitlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.31048651375,NA
30.1.04,Zona metropolitana,Orizaba,30185,Tlilapan,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.035871522,NA
30.1.04,Zona metropolitana,Orizaba,30030,Camerino Z. Mendoza,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.05119036645,NA
30.1.04,Zona metropolitana,Orizaba,30138,Río Blanco,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.97147153215,NA
30.1.04,Zona metropolitana,Orizaba,30074,Huiloapan de Cuauhtémoc,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.2711094818,NA
30.1.04,Zona metropolitana,Orizaba,30135,Rafael Delgado,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.12863280945,NA
30.1.04,Zona metropolitana,Orizaba,30118,Orizaba,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.68398835705,NA
30.1.04,Zona metropolitana,Orizaba,30101,Mariano Escobedo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.39438991635,NA
30.1.04,Zona metropolitana,Orizaba,30115,Nogales,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,0.67617994075,NA
30.1.05,Zona metropolitana,Poza Rica,30131,Poza Rica de Hidalgo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.8739017013,NA
30.1.05,Zona metropolitana,Poza Rica,30175,Tihuatlán,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.48891295305,NA
30.1.05,Zona metropolitana,Poza Rica,30040,Coatzintla,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.1355687919,NA
30.1.06,Zona metropolitana,Veracruz,30028,Boca del Río,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.92141626455,NA
30.1.06,Zona metropolitana,Veracruz,30193,Veracruz,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,2.9800679927,NA
30.1.06,Zona metropolitana,Veracruz,30100,Manlio Fabio Altamirano,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.4570129294,NA
30.1.06,Zona metropolitana,Veracruz,30105,Medellín de Bravo,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,1.0194308458,NA
30.1.06,Zona metropolitana,Veracruz,30090,Jamapa,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.36692113665,NA
30.1.07,Zona metropolitana,Xalapa,30093,Jilotepec,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.50103029055,NA
30.1.07,Zona metropolitana,Xalapa,30092,Xico,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.12156990465,NA
30.1.07,Zona metropolitana,Xalapa,30136,Rafael Lucio,9,"Industria, innovación e infraestructura",87,Índice de complejidad económica,2017,-0.3784371549,NA
