Clave de metrópoli,Tipo de metrópoli,Nombre de la metrópoli,Clave de municipio,Municipio,ODS,Nombre del ODS,Clave de indicador,Indicador,Año,Valor,Ponderador
01.1.01,Zona metropolitana,Aguascalientes,01011,San Francisco de los Romo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,93.9814814814815,NA
02.1.01,Zona metropolitana,Tijuana,02004,Tijuana,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,59.9584088012343,NA
02.1.01,Zona metropolitana,Tijuana,02005,Playas de Rosarito,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,75.8469945355191,NA
02.2.02,Metrópoli municipal,Ensenada,02001,Ensenada,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,76.9806008885761,NA
02.2.03,Metrópoli municipal,Mexicali,02002,Mexicali,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,60.9443842125903,NA
03.2.01,Metrópoli municipal,La Paz,03003,La Paz,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,48.8552217209975,NA
04.2.01,Metrópoli municipal,Campeche,04002,Campeche,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,64.846141453198,NA
05.1.01,Zona metropolitana,La Laguna,05035,Torreón,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,85.2339328175759,NA
05.1.01,Zona metropolitana,La Laguna,05017,Matamoros,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,123.764258555133,NA
05.1.01,Zona metropolitana,La Laguna,10007,Gómez Palacio,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,102.652604666028,NA
05.1.01,Zona metropolitana,La Laguna,10012,Lerdo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,101.381838691483,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05006,Castaños,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,101.002313030069,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05031,San Buenaventura,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,141.858141858142,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05010,Frontera,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,114.270092946966,NA
05.1.02,Zona metropolitana,Monclova-Frontera,05018,Monclova,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,84.0476894275298,NA
05.1.03,Zona metropolitana,Piedras Negras,05025,Piedras Negras,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,98.6547085201794,NA
05.1.03,Zona metropolitana,Piedras Negras,05022,Nava,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,110.812625923439,NA
05.1.04,Zona metropolitana,Saltillo,05004,Arteaga,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,67.1641791044776,NA
05.1.04,Zona metropolitana,Saltillo,05027,Ramos Arizpe,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,105.249679897567,NA
05.1.04,Zona metropolitana,Saltillo,05030,Saltillo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,89.6214555105462,NA
06.1.01,Zona metropolitana,Colima-Villa de Álvarez,06003,Comala,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,73.6949846468782,NA
06.1.01,Zona metropolitana,Colima-Villa de Álvarez,06010,Villa de Álvarez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,41.8355764553267,NA
06.1.01,Zona metropolitana,Colima-Villa de Álvarez,06002,Colima,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,45.7730729089011,NA
06.3.02,Zona conurbada,Tecomán,06001,Armería,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,83.6940836940837,NA
06.3.02,Zona conurbada,Tecomán,06009,Tecomán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,76.3345505129543,NA
07.1.01,Zona metropolitana,Tapachula,07089,Tapachula,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,75.8127122755944,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07027,Chiapa de Corzo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,91.7615539182853,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07086,Suchiapa,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,88.006902502157,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07079,San Fernando,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,105.263157894737,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07012,Berriozábal,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,106.172839506173,NA
07.1.02,Zona metropolitana,Tuxtla Gutiérrez,07101,Tuxtla Gutiérrez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,54.1535412168619,NA
08.1.01,Zona metropolitana,Chihuahua,08002,Aldama,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,88.021778584392,NA
08.1.01,Zona metropolitana,Chihuahua,08004,Aquiles Serdán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,76.1346998535871,NA
08.1.01,Zona metropolitana,Chihuahua,08019,Chihuahua,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,62.754853435232,NA
08.1.02,Zona metropolitana,Delicias,08021,Delicias,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,82.8720787207872,NA
08.1.02,Zona metropolitana,Delicias,08045,Meoqui,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,89.995213020584,NA
08.2.03,Metrópoli municipal,Juárez,08037,Juárez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,79.2390748786098,NA
08.3.04,Zona conurbada,Hidalgo del Parral,08059,San Francisco del Oro,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,50.6912442396313,NA
08.3.04,Zona conurbada,Hidalgo del Parral,08032,Hidalgo del Parral,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.5446009389671,NA
09.1.01,Zona metropolitana,Ciudad de México,15108,Tultepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,62.7172434638054,NA
09.1.01,Zona metropolitana,Ciudad de México,15031,Chimalhuacán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.3121819814427,NA
09.1.01,Zona metropolitana,Ciudad de México,15020,Coacalco de Berriozábal,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,45.0400444056776,NA
09.1.01,Zona metropolitana,Ciudad de México,15109,Tultitlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,52.0699957319676,NA
09.1.01,Zona metropolitana,Ciudad de México,15022,Cocotitlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,71.0743801652893,NA
09.1.01,Zona metropolitana,Ciudad de México,15084,Temascalapa,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,97.7777777777778,NA
09.1.01,Zona metropolitana,Ciudad de México,15038,Isidro Fabela,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,85.3432282003711,NA
09.1.01,Zona metropolitana,Ciudad de México,15024,Cuautitlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,49.9844768705371,NA
09.1.01,Zona metropolitana,Ciudad de México,15120,Zumpango,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,89.7287271041039,NA
09.1.01,Zona metropolitana,Ciudad de México,09015,Cuauhtémoc,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,45.0268817204301,NA
09.1.01,Zona metropolitana,Ciudad de México,15121,Cuautitlán Izcalli,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,48.1715117561427,NA
09.1.01,Zona metropolitana,Ciudad de México,15028,Chiautla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,82.3620823620824,NA
09.1.01,Zona metropolitana,Ciudad de México,15091,Teoloyucan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,105.956112852665,NA
09.1.01,Zona metropolitana,Ciudad de México,15122,Valle de Chalco Solidaridad,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.1614833814257,NA
09.1.01,Zona metropolitana,Ciudad de México,15039,Ixtapaluca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.0128314798973,NA
09.1.01,Zona metropolitana,Ciudad de México,15125,Tonanitla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,104.477611940299,NA
09.1.01,Zona metropolitana,Ciudad de México,15029,Chicoloapan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,89.8876404494382,NA
09.1.01,Zona metropolitana,Ciudad de México,15059,Nextlalpan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,73.3256351039261,NA
09.1.01,Zona metropolitana,Ciudad de México,15030,Chiconcuac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,88.1834215167548,NA
09.1.01,Zona metropolitana,Ciudad de México,15075,San Martín de las Pirámides,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.3026315789474,NA
09.1.01,Zona metropolitana,Ciudad de México,15046,Jilotzingo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,87.9368658399098,NA
09.1.01,Zona metropolitana,Ciudad de México,15095,Tepotzotlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,55.8072978774147,NA
09.1.01,Zona metropolitana,Ciudad de México,09004,Cuajimalpa de Morelos,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,58.83723639753,NA
09.1.01,Zona metropolitana,Ciudad de México,15092,Teotihuacán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,70.5052878965923,NA
09.1.01,Zona metropolitana,Ciudad de México,09011,Tláhuac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,64.9214011635103,NA
09.1.01,Zona metropolitana,Ciudad de México,13013,Atotonilco de Tula,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,72.8395061728395,NA
09.1.01,Zona metropolitana,Ciudad de México,15057,Naucalpan de Juárez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.3389140144386,NA
09.1.01,Zona metropolitana,Ciudad de México,15035,Huehuetoca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,98.2961992136304,NA
09.1.01,Zona metropolitana,Ciudad de México,09013,Xochimilco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.4559884559885,NA
09.1.01,Zona metropolitana,Ciudad de México,15099,Texcoco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,62.1089436878911,NA
09.1.01,Zona metropolitana,Ciudad de México,09003,Coyoacán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,36.4771904417089,NA
09.1.01,Zona metropolitana,Ciudad de México,15104,Tlalnepantla de Baz,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,54.262730733319,NA
09.1.01,Zona metropolitana,Ciudad de México,15069,Papalotla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.4210526315789,NA
09.1.01,Zona metropolitana,Ciudad de México,09014,Benito Juárez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,15.1806127114769,NA
09.1.01,Zona metropolitana,Ciudad de México,15013,Atizapán de Zaragoza,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,55.9766509844921,NA
09.1.01,Zona metropolitana,Ciudad de México,15060,Nicolás Romero,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,73.2775345047392,NA
09.1.01,Zona metropolitana,Ciudad de México,09016,Miguel Hidalgo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,34.2656198887799,NA
09.1.01,Zona metropolitana,Ciudad de México,09005,Gustavo A. Madero,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,54.0238116551786,NA
09.1.01,Zona metropolitana,Ciudad de México,15023,Coyotepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,110.337972166998,NA
09.1.01,Zona metropolitana,Ciudad de México,15103,Tlalmanalco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.6063581112669,NA
09.1.01,Zona metropolitana,Ciudad de México,09006,Iztacalco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,49.3445885663304,NA
09.1.01,Zona metropolitana,Ciudad de México,09012,Tlalpan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,51.2617999924781,NA
09.1.01,Zona metropolitana,Ciudad de México,15037,Huixquilucan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,51.7891561216794,NA
09.1.01,Zona metropolitana,Ciudad de México,09008,La Magdalena Contreras,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,62.8063725490196,NA
09.1.01,Zona metropolitana,Ciudad de México,15002,Acolman,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,47.1955243150194,NA
09.1.01,Zona metropolitana,Ciudad de México,15044,Jaltenco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,56.6188197767145,NA
09.1.01,Zona metropolitana,Ciudad de México,09017,Venustiano Carranza,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,55.3009854999686,NA
09.1.01,Zona metropolitana,Ciudad de México,09009,Milpa Alta,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.7652551924006,NA
09.1.01,Zona metropolitana,Ciudad de México,09010,Álvaro Obregón,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,51.0566992681759,NA
09.1.01,Zona metropolitana,Ciudad de México,13069,Tizayuca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.5539915543937,NA
09.1.01,Zona metropolitana,Ciudad de México,15025,Chalco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.5576599082089,NA
09.1.01,Zona metropolitana,Ciudad de México,15058,Nezahualcóyotl,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,67.4206750869163,NA
09.1.01,Zona metropolitana,Ciudad de México,15033,Ecatepec de Morelos,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,66.4318918157487,NA
09.1.01,Zona metropolitana,Ciudad de México,15100,Tezoyuca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,82.0033021463952,NA
09.1.01,Zona metropolitana,Ciudad de México,15053,Melchor Ocampo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,87.1857258718573,NA
09.1.01,Zona metropolitana,Ciudad de México,15083,Temamatla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,80.9859154929577,NA
09.1.01,Zona metropolitana,Ciudad de México,15081,Tecámac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,57.1508536244053,NA
09.1.01,Zona metropolitana,Ciudad de México,15070,La Paz,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,82.8166858017604,NA
09.1.01,Zona metropolitana,Ciudad de México,15089,Tenango del Aire,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,80.9792843691149,NA
09.1.01,Zona metropolitana,Ciudad de México,09002,Azcapotzalco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,43.9590631224672,NA
09.1.01,Zona metropolitana,Ciudad de México,15011,Atenco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,75.8110014104372,NA
09.1.01,Zona metropolitana,Ciudad de México,15093,Tepetlaoxtoc,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,74.6054519368723,NA
09.1.01,Zona metropolitana,Ciudad de México,09007,Iztapalapa,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,55.3434109343727,NA
10.2.01,Metrópoli municipal,Durango,10005,Durango,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,81.7903772157727,NA
11.1.01,Zona metropolitana,Celaya,11011,Cortazar,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,73.5065511880968,NA
11.1.01,Zona metropolitana,Celaya,11007,Celaya,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,74.2394036577967,NA
11.1.01,Zona metropolitana,Celaya,11044,Villagrán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,69.7002527988443,NA
11.1.02,Zona metropolitana,León,11031,San Francisco del Rincón,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,63.7578217486893,NA
11.1.02,Zona metropolitana,León,11020,León,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,76.8367151345875,NA
11.1.02,Zona metropolitana,León,11025,Purísima del Rincón,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,51.6566657970258,NA
11.2.03,Metrópoli municipal,Guanajuato,11015,Guanajuato,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.0051682554267,NA
11.3.05,Zona conurbada,Moroleón-Uriangato,11041,Uriangato,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,54.1390150192106,NA
11.3.05,Zona conurbada,Moroleón-Uriangato,11021,Moroleón,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,82.2243346007605,NA
11.3.06,Zona conurbada,Silao,11037,Silao de la Victoria,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,86.7559850647924,NA
12.1.01,Zona metropolitana,Chilpancingo,12075,Eduardo Neri,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,101.688102893891,NA
12.1.01,Zona metropolitana,Chilpancingo,12029,Chilpancingo de los Bravo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,72.7998193179252,NA
12.2.02,Metrópoli municipal,Acapulco,12001,Acapulco de Juárez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.8643504778501,NA
13.1.01,Zona metropolitana,Pachuca,13082,Zapotlán de Juárez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,62.870699881376,NA
13.1.01,Zona metropolitana,Pachuca,13083,Zempoala,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.6942842160461,NA
13.1.01,Zona metropolitana,Pachuca,13048,Pachuca de Soto,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,64.7068761615138,NA
13.1.01,Zona metropolitana,Pachuca,13051,Mineral de la Reforma,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,50.2719388505071,NA
13.1.01,Zona metropolitana,Pachuca,13039,Mineral del Monte,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.8307210031348,NA
13.1.02,Zona metropolitana,Tulancingo,13077,Tulancingo de Bravo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,67.6361640828646,NA
13.1.02,Zona metropolitana,Tulancingo,13056,Santiago Tulantepec de Lugo Guerrero,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,62.9496402877698,NA
13.1.02,Zona metropolitana,Tulancingo,13016,Cuautepec de Hinojosa,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,71.2742980561555,NA
13.3.03,Zona conurbada,Atitalaquia,13010,Atitalaquia,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,72.8527607361963,NA
13.3.03,Zona conurbada,Atitalaquia,13074,Tlaxcoapan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,80.6826997672614,NA
14.1.01,Zona metropolitana,Guadalajara,14070,El Salto,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,103.082073184809,NA
14.1.01,Zona metropolitana,Guadalajara,14039,Guadalajara,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,57.8419941385939,NA
14.1.01,Zona metropolitana,Guadalajara,14120,Zapopan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,53.8675154684379,NA
14.1.01,Zona metropolitana,Guadalajara,14101,Tonalá,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,72.4540770168745,NA
14.1.01,Zona metropolitana,Guadalajara,14097,Tlajomulco de Zúñiga,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,83.5926883794328,NA
14.1.01,Zona metropolitana,Guadalajara,14098,San Pedro Tlaquepaque,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,81.7458246346555,NA
14.1.01,Zona metropolitana,Guadalajara,14051,Juanacatlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,74.5341614906832,NA
14.1.02,Zona metropolitana,Puerto Vallarta,18020,Bahía de Banderas,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,72.538055296676,NA
14.1.02,Zona metropolitana,Puerto Vallarta,14067,Puerto Vallarta,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,56.0290404040404,NA
14.3.03,Zona conurbada,Ocotlán,14066,Poncitlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,108.326908249807,NA
14.3.03,Zona conurbada,Ocotlán,14047,Jamay,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,73.1497418244406,NA
14.3.03,Zona conurbada,Ocotlán,14063,Ocotlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,84.8034006376196,NA
15.1.01,Zona metropolitana,Toluca,15062,Ocoyoacac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,71.9645293315143,NA
15.1.01,Zona metropolitana,Toluca,15051,Lerma,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,69.3526064893126,NA
15.1.01,Zona metropolitana,Toluca,15115,Xonacatlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,98.4455958549223,NA
15.1.01,Zona metropolitana,Toluca,15118,Zinacantepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,79.4892442194869,NA
15.1.01,Zona metropolitana,Toluca,15027,Chapultepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,94.0919037199125,NA
15.1.01,Zona metropolitana,Toluca,15090,Tenango del Valle,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,98.1746423285644,NA
15.1.01,Zona metropolitana,Toluca,15073,San Antonio la Isla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.870523415978,NA
15.1.01,Zona metropolitana,Toluca,15067,Otzolotepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,71.8363463368221,NA
15.1.01,Zona metropolitana,Toluca,15087,Temoaya,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,86.5551067512983,NA
15.1.01,Zona metropolitana,Toluca,15076,San Mateo Atenco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,106.98753261815,NA
15.1.01,Zona metropolitana,Toluca,15072,Rayón,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,91.9732441471572,NA
15.1.01,Zona metropolitana,Toluca,15054,Metepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,46.5116279069767,NA
15.1.01,Zona metropolitana,Toluca,15005,Almoloya de Juárez,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,78.8865929257323,NA
15.1.01,Zona metropolitana,Toluca,15106,Toluca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,65.0803335367094,NA
15.1.01,Zona metropolitana,Toluca,15018,Calimaya,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,78.4955028618152,NA
15.1.01,Zona metropolitana,Toluca,15055,Mexicaltzingo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,116.279069767442,NA
15.3.02,Zona conurbada,Ozumba,15068,Ozumba,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,82.6686004350979,NA
15.3.02,Zona conurbada,Ozumba,15094,Tepetlixpa,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,97.5081256771398,NA
15.3.02,Zona conurbada,Ozumba,15015,Atlautla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,88.6075949367089,NA
15.3.03,Zona conurbada,Tianguistenco,15006,Almoloya del Río,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,80.6142034548944,NA
15.3.03,Zona conurbada,Tianguistenco,15012,Atizapán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,31.4814814814815,NA
15.3.03,Zona conurbada,Tianguistenco,15019,Capulhuac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,98.9802039592082,NA
15.3.03,Zona conurbada,Tianguistenco,15043,Xalatlaco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,94.7511929107021,NA
15.3.03,Zona conurbada,Tianguistenco,15101,Tianguistenco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,85.2054794520548,NA
15.3.03,Zona conurbada,Tianguistenco,15098,Texcalyacac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,50.2092050209205,NA
16.1.01,Zona metropolitana,La Piedad-Pénjamo,16069,La Piedad,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,71.8421616984774,NA
16.1.01,Zona metropolitana,La Piedad-Pénjamo,11023,Pénjamo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.1522022413344,NA
16.1.02,Zona metropolitana,Morelia,16053,Morelia,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,60.8954553114993,NA
16.1.02,Zona metropolitana,Morelia,16088,Tarímbaro,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,63.7377646255406,NA
16.1.02,Zona metropolitana,Morelia,16022,Charo,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,72.9483282674772,NA
16.1.03,Zona metropolitana,Zamora,16043,Jacona,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,111.010284331519,NA
16.1.03,Zona metropolitana,Zamora,16108,Zamora,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,90.4088050314465,NA
17.1.01,Zona metropolitana,Cuautla,17002,Atlatlahucan,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,79.2079207920792,NA
17.1.01,Zona metropolitana,Cuautla,17004,Ayala,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,83.4380497612465,NA
17.1.01,Zona metropolitana,Cuautla,17006,Cuautla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,59.1591941306626,NA
17.1.01,Zona metropolitana,Cuautla,17030,Yecapixtla,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,80.6045340050378,NA
17.1.02,Zona metropolitana,Cuernavaca,17011,Jiutepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,58.3880721509749,NA
17.1.02,Zona metropolitana,Cuernavaca,17018,Temixco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,68.7373644550634,NA
17.1.02,Zona metropolitana,Cuernavaca,17007,Cuernavaca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,50,NA
17.1.02,Zona metropolitana,Cuernavaca,17028,Xochitepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,77.2238514173998,NA
17.1.02,Zona metropolitana,Cuernavaca,17008,Emiliano Zapata,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,64.1562064156206,NA
17.1.02,Zona metropolitana,Cuernavaca,17009,Huitzilac,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,88.0952380952381,NA
17.1.02,Zona metropolitana,Cuernavaca,17029,Yautepec,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,81.650193382037,NA
17.1.02,Zona metropolitana,Cuernavaca,17020,Tepoztlán,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,76.7326732673267,NA
18.1.01,Zona metropolitana,Tepic,18017,Tepic,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,60.4044992429158,NA
18.1.01,Zona metropolitana,Tepic,18008,Xalisco,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,59.4824256469679,NA
19.1.01,Zona metropolitana,Monterrey,19006,Apodaca,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,61.1904038870331,NA
19.1.01,Zona metropolitana,Monterrey,19010,El Carmen,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,84.7673677501593,NA
19.1.01,Zona metropolitana,Monterrey,19018,García,5,Igualdad de género,138,Tasa de fecundidad adolescente,2015,99.6630246094149,NA
