no,cve_ent,year,valor
40,30,1996,86.90496
40,31,1996,88.14258
40,32,1996,90.9408
40,00,1997,85.56392
40,01,1997,89.94025
40,02,1997,83.623
40,03,1997,82.71016
40,04,1997,85.67043000000001
40,05,1997,84.57943
40,06,1997,83.84286
40,07,1997,91.87067
40,08,1997,84.71999
40,09,1997,66.33892
40,10,1997,89.973
40,11,1997,89.38342
40,12,1997,92.92915
40,13,1997,88.63439
40,14,1997,88.76456
40,15,1997,82.78035
40,16,1997,90.84315
40,17,1997,84.67104
40,18,1997,87.62601000000001
40,19,1997,80.47578
40,20,1997,90.71359
40,21,1997,92.25139
40,22,1997,88.01077000000001
40,23,1997,88.49824000000001
40,24,1997,91.60261
40,25,1997,86.28557
40,26,1997,86.39457
40,27,1997,87.45669000000001
40,28,1997,83.44529
40,29,1997,89.37733
40,30,1997,85.66835
40,31,1997,87.57158
40,32,1997,90.37328
40,00,1998,84.98493
40,01,1998,89.42479
40,02,1998,83.2866
40,03,1998,82.47933
40,04,1998,84.17945
40,05,1998,84.32588000000001
40,06,1998,82.77186
40,07,1998,91.78427
40,08,1998,84.25046
40,09,1998,65.90173
40,10,1998,89.31256
40,11,1998,89.00659
40,12,1998,92.58753
40,13,1998,88.04252
40,14,1998,88.28501
40,15,1998,82.19069
40,16,1998,89.9142
40,17,1998,83.51151
40,18,1998,86.41032999999999
40,19,1998,80.30515000000001
40,20,1998,90.24883
40,21,1998,91.68124
40,22,1998,87.62764000000001
40,23,1998,87.65209
40,24,1998,90.99729
40,25,1998,85.20468000000001
40,26,1998,85.53819999999999
40,27,1998,86.16922000000001
40,28,1998,82.80651999999999
40,29,1998,88.94522
40,30,1998,84.54471
40,31,1998,86.05794
40,32,1998,89.74258
40,00,1999,84.27989
40,01,1999,88.78131
40,02,1999,82.59864
40,03,1999,82.06554000000001
40,04,1999,83.1427
40,05,1999,83.91305
40,06,1999,80.70288000000001
40,07,1999,91.63111
40,08,1999,83.70399
40,09,1999,65.50757
40,10,1999,88.73199
40,11,1999,88.57007999999999
40,12,1999,92.24055
40,13,1999,86.88258
40,14,1999,87.59801
40,15,1999,81.48751999999999
40,16,1999,88.91768
