no,indicador,cve_ent,year,valor
360,"Tasa de suicidios por cada 100,000 habitantes",22,2019,16.5091024317684
360,"Tasa de suicidios por cada 100,000 habitantes",23,2019,15.164090725448
360,"Tasa de suicidios por cada 100,000 habitantes",24,2019,16.7875428167476
360,"Tasa de suicidios por cada 100,000 habitantes",25,2019,9.8608689540536
360,"Tasa de suicidios por cada 100,000 habitantes",26,2019,17.0307864662761
360,"Tasa de suicidios por cada 100,000 habitantes",27,2019,10.1748543513376
360,"Tasa de suicidios por cada 100,000 habitantes",28,2019,9.40836542083407
360,"Tasa de suicidios por cada 100,000 habitantes",29,2019,9.65123069652485
360,"Tasa de suicidios por cada 100,000 habitantes",30,2019,6.40470599586288
360,"Tasa de suicidios por cada 100,000 habitantes",31,2019,22.0107173051329
360,"Tasa de suicidios por cada 100,000 habitantes",32,2019,14.4160920609048
360,"Tasa de suicidios por cada 100,000 habitantes",01,2020,26.4367500349077
360,"Tasa de suicidios por cada 100,000 habitantes",02,2020,5.20215259877855
360,"Tasa de suicidios por cada 100,000 habitantes",03,2020,15.247549136893
360,"Tasa de suicidios por cada 100,000 habitantes",04,2020,14.3607833899629
360,"Tasa de suicidios por cada 100,000 habitantes",05,2020,17.4453021037188
360,"Tasa de suicidios por cada 100,000 habitantes",06,2020,12.7741555859308
360,"Tasa de suicidios por cada 100,000 habitantes",07,2020,7.29081819763694
360,"Tasa de suicidios por cada 100,000 habitantes",08,2020,27.7123948717182
360,"Tasa de suicidios por cada 100,000 habitantes",09,2020,10.2987621537414
360,"Tasa de suicidios por cada 100,000 habitantes",10,2020,12.4489403561858
360,"Tasa de suicidios por cada 100,000 habitantes",11,2020,16.6071133106153
360,"Tasa de suicidios por cada 100,000 habitantes",12,2020,2.57019833138354
360,"Tasa de suicidios por cada 100,000 habitantes",13,2020,8.67012972654555
360,"Tasa de suicidios por cada 100,000 habitantes",14,2020,15.6637172809297
360,"Tasa de suicidios por cada 100,000 habitantes",15,2020,9.20605286479866
360,"Tasa de suicidios por cada 100,000 habitantes",16,2020,15.8183900621565
360,"Tasa de suicidios por cada 100,000 habitantes",17,2020,10.440367761344
360,"Tasa de suicidios por cada 100,000 habitantes",18,2020,13.6446770725272
360,"Tasa de suicidios por cada 100,000 habitantes",19,2020,12.9037535326625
360,"Tasa de suicidios por cada 100,000 habitantes",20,2020,10.3684701598513
360,"Tasa de suicidios por cada 100,000 habitantes",21,2020,10.367912764138
360,"Tasa de suicidios por cada 100,000 habitantes",22,2020,18.6240155452456
360,"Tasa de suicidios por cada 100,000 habitantes",23,2020,19.570741210191
360,"Tasa de suicidios por cada 100,000 habitantes",24,2020,17.9859500365382
360,"Tasa de suicidios por cada 100,000 habitantes",25,2020,7.40572865231865
360,"Tasa de suicidios por cada 100,000 habitantes",26,2020,19.4506188431892
360,"Tasa de suicidios por cada 100,000 habitantes",27,2020,9.20531047549033
360,"Tasa de suicidios por cada 100,000 habitantes",28,2020,8.78041026747953
360,"Tasa de suicidios por cada 100,000 habitantes",29,2020,7.62700314177142
360,"Tasa de suicidios por cada 100,000 habitantes",30,2020,6.94011766374943
360,"Tasa de suicidios por cada 100,000 habitantes",31,2020,21.5759745265428
360,"Tasa de suicidios por cada 100,000 habitantes",32,2020,15.4234312719869
1025,Porcentaje de personas en pobreza laboral,01,2005,29.9528
1025,Porcentaje de personas en pobreza laboral,02,2005,13.36
1025,Porcentaje de personas en pobreza laboral,03,2005,15.8015
1025,Porcentaje de personas en pobreza laboral,04,2005,39.6572
1025,Porcentaje de personas en pobreza laboral,05,2005,26.4646
1025,Porcentaje de personas en pobreza laboral,06,2005,23.5518
1025,Porcentaje de personas en pobreza laboral,07,2005,69.4668
1025,Porcentaje de personas en pobreza laboral,08,2005,24.5317
1025,Porcentaje de personas en pobreza laboral,09,2005,20.7421
1025,Porcentaje de personas en pobreza laboral,10,2005,39.6129
1025,Porcentaje de personas en pobreza laboral,11,2005,36.3313
1025,Porcentaje de personas en pobreza laboral,12,2005,57.7429
1025,Porcentaje de personas en pobreza laboral,13,2005,45.9392
1025,Porcentaje de personas en pobreza laboral,14,2005,29.8429
1025,Porcentaje de personas en pobreza laboral,15,2005,32.0627
1025,Porcentaje de personas en pobreza laboral,16,2005,41.5465
1025,Porcentaje de personas en pobreza laboral,17,2005,38.1955
1025,Porcentaje de personas en pobreza laboral,18,2005,35.1527
1025,Porcentaje de personas en pobreza laboral,19,2005,17.2789
1025,Porcentaje de personas en pobreza laboral,20,2005,58.2074
1025,Porcentaje de personas en pobreza laboral,21,2005,48.9707
1025,Porcentaje de personas en pobreza laboral,22,2005,30.6568
1025,Porcentaje de personas en pobreza laboral,23,2005,22.3499
1025,Porcentaje de personas en pobreza laboral,24,2005,46.1998
1025,Porcentaje de personas en pobreza laboral,25,2005,25.0958
1025,Porcentaje de personas en pobreza laboral,26,2005,23.8173
1025,Porcentaje de personas en pobreza laboral,27,2005,40.7772
1025,Porcentaje de personas en pobreza laboral,28,2005,26.9057
1025,Porcentaje de personas en pobreza laboral,29,2005,44.8571
1025,Porcentaje de personas en pobreza laboral,30,2005,47.9011
1025,Porcentaje de personas en pobreza laboral,31,2005,44.6503
1025,Porcentaje de personas en pobreza laboral,32,2005,46.6123
1025,Porcentaje de personas en pobreza laboral,01,2006,31.4137
1025,Porcentaje de personas en pobreza laboral,02,2006,15.803
1025,Porcentaje de personas en pobreza laboral,03,2006,12.2935
1025,Porcentaje de personas en pobreza laboral,04,2006,39.0986
1025,Porcentaje de personas en pobreza laboral,05,2006,25.672
1025,Porcentaje de personas en pobreza laboral,06,2006,22.2599
1025,Porcentaje de personas en pobreza laboral,07,2006,68.6569
1025,Porcentaje de personas en pobreza laboral,08,2006,21.9869
1025,Porcentaje de personas en pobreza laboral,09,2006,22.3465
1025,Porcentaje de personas en pobreza laboral,10,2006,39.3122
1025,Porcentaje de personas en pobreza laboral,11,2006,36.2496
1025,Porcentaje de personas en pobreza laboral,12,2006,58.2743
1025,Porcentaje de personas en pobreza laboral,13,2006,47.3369
1025,Porcentaje de personas en pobreza laboral,14,2006,27.484
1025,Porcentaje de personas en pobreza laboral,15,2006,31.558
1025,Porcentaje de personas en pobreza laboral,16,2006,41.0525
1025,Porcentaje de personas en pobreza laboral,17,2006,35.2343
1025,Porcentaje de personas en pobreza laboral,18,2006,31.6729
1025,Porcentaje de personas en pobreza laboral,19,2006,15.3063
1025,Porcentaje de personas en pobreza laboral,20,2006,60.9022
1025,Porcentaje de personas en pobreza laboral,21,2006,48.5235
1025,Porcentaje de personas en pobreza laboral,22,2006,31.6929
1025,Porcentaje de personas en pobreza laboral,23,2006,21.5194
1025,Porcentaje de personas en pobreza laboral,24,2006,46.3503
1025,Porcentaje de personas en pobreza laboral,25,2006,24.4
1025,Porcentaje de personas en pobreza laboral,26,2006,22.6751
1025,Porcentaje de personas en pobreza laboral,27,2006,36.3954
1025,Porcentaje de personas en pobreza laboral,28,2006,26.7185
1025,Porcentaje de personas en pobreza laboral,29,2006,45.9586
1025,Porcentaje de personas en pobreza laboral,30,2006,49.236
1025,Porcentaje de personas en pobreza laboral,31,2006,40.6419
1025,Porcentaje de personas en pobreza laboral,32,2006,46.0475
1025,Porcentaje de personas en pobreza laboral,01,2007,32.8021
1025,Porcentaje de personas en pobreza laboral,02,2007,15.7505
1025,Porcentaje de personas en pobreza laboral,03,2007,11.1744
1025,Porcentaje de personas en pobreza laboral,04,2007,39.0718
1025,Porcentaje de personas en pobreza laboral,05,2007,27.9129
1025,Porcentaje de personas en pobreza laboral,06,2007,21.5054
1025,Porcentaje de personas en pobreza laboral,07,2007,65.6291
1025,Porcentaje de personas en pobreza laboral,08,2007,23.3447
1025,Porcentaje de personas en pobreza laboral,09,2007,22.9385
1025,Porcentaje de personas en pobreza laboral,10,2007,36.1452
1025,Porcentaje de personas en pobreza laboral,11,2007,37.1467
1025,Porcentaje de personas en pobreza laboral,12,2007,57.9745
1025,Porcentaje de personas en pobreza laboral,13,2007,46.5547
1025,Porcentaje de personas en pobreza laboral,14,2007,27.6563
1025,Porcentaje de personas en pobreza laboral,15,2007,32.209
1025,Porcentaje de personas en pobreza laboral,16,2007,42.0643
1025,Porcentaje de personas en pobreza laboral,17,2007,40.0967
1025,Porcentaje de personas en pobreza laboral,18,2007,31.2817
1025,Porcentaje de personas en pobreza laboral,19,2007,16.1043
1025,Porcentaje de personas en pobreza laboral,20,2007,60.0982
1025,Porcentaje de personas en pobreza laboral,21,2007,48.4701
1025,Porcentaje de personas en pobreza laboral,22,2007,30.9405
1025,Porcentaje de personas en pobreza laboral,23,2007,19.7821
1025,Porcentaje de personas en pobreza laboral,24,2007,47.2083
1025,Porcentaje de personas en pobreza laboral,25,2007,24.2272
1025,Porcentaje de personas en pobreza laboral,26,2007,23.7221
1025,Porcentaje de personas en pobreza laboral,27,2007,36.0631
1025,Porcentaje de personas en pobreza laboral,28,2007,28.9783
1025,Porcentaje de personas en pobreza laboral,29,2007,46.8577
1025,Porcentaje de personas en pobreza laboral,30,2007,48.2388
1025,Porcentaje de personas en pobreza laboral,31,2007,40.6909
1025,Porcentaje de personas en pobreza laboral,32,2007,48.0048
1025,Porcentaje de personas en pobreza laboral,01,2008,35.1798
1025,Porcentaje de personas en pobreza laboral,02,2008,19.4249
1025,Porcentaje de personas en pobreza laboral,03,2008,15.0836
1025,Porcentaje de personas en pobreza laboral,04,2008,39.984
1025,Porcentaje de personas en pobreza laboral,05,2008,30.0006
1025,Porcentaje de personas en pobreza laboral,06,2008,20.4717
1025,Porcentaje de personas en pobreza laboral,07,2008,68.0271
1025,Porcentaje de personas en pobreza laboral,08,2008,29.8249
1025,Porcentaje de personas en pobreza laboral,09,2008,25.6754
1025,Porcentaje de personas en pobreza laboral,10,2008,41.6641
1025,Porcentaje de personas en pobreza laboral,11,2008,43.8326
1025,Porcentaje de personas en pobreza laboral,12,2008,60.2617
1025,Porcentaje de personas en pobreza laboral,13,2008,48.9213
1025,Porcentaje de personas en pobreza laboral,14,2008,30.3755
1025,Porcentaje de personas en pobreza laboral,15,2008,35.0825
1025,Porcentaje de personas en pobreza laboral,16,2008,41.4806
1025,Porcentaje de personas en pobreza laboral,17,2008,44.236
1025,Porcentaje de personas en pobreza laboral,18,2008,32.2477
1025,Porcentaje de personas en pobreza laboral,19,2008,20.3079
1025,Porcentaje de personas en pobreza laboral,20,2008,61.4293
1025,Porcentaje de personas en pobreza laboral,21,2008,53.3578
1025,Porcentaje de personas en pobreza laboral,22,2008,34.1105
1025,Porcentaje de personas en pobreza laboral,23,2008,22.4967
1025,Porcentaje de personas en pobreza laboral,24,2008,50.6762
1025,Porcentaje de personas en pobreza laboral,25,2008,25.6837
1025,Porcentaje de personas en pobreza laboral,26,2008,26.6952
1025,Porcentaje de personas en pobreza laboral,27,2008,38.9978
1025,Porcentaje de personas en pobreza laboral,28,2008,31.3201
1025,Porcentaje de personas en pobreza laboral,29,2008,51.5782
1025,Porcentaje de personas en pobreza laboral,30,2008,48.2834
1025,Porcentaje de personas en pobreza laboral,31,2008,41.3373
1025,Porcentaje de personas en pobreza laboral,32,2008,50.4017
1025,Porcentaje de personas en pobreza laboral,01,2009,39.3145
1025,Porcentaje de personas en pobreza laboral,02,2009,23.1488
1025,Porcentaje de personas en pobreza laboral,03,2009,24.4624
1025,Porcentaje de personas en pobreza laboral,04,2009,38.4444
1025,Porcentaje de personas en pobreza laboral,05,2009,33.9164
1025,Porcentaje de personas en pobreza laboral,06,2009,24.7144
1025,Porcentaje de personas en pobreza laboral,07,2009,66.3786
1025,Porcentaje de personas en pobreza laboral,08,2009,32.3258
1025,Porcentaje de personas en pobreza laboral,09,2009,30.1553
1025,Porcentaje de personas en pobreza laboral,10,2009,45.4444
1025,Porcentaje de personas en pobreza laboral,11,2009,44.4603
1025,Porcentaje de personas en pobreza laboral,12,2009,60.0024
1025,Porcentaje de personas en pobreza laboral,13,2009,50.1804
1025,Porcentaje de personas en pobreza laboral,14,2009,33.2932
1025,Porcentaje de personas en pobreza laboral,15,2009,35.3788
1025,Porcentaje de personas en pobreza laboral,16,2009,38.5484
1025,Porcentaje de personas en pobreza laboral,17,2009,43.9391
1025,Porcentaje de personas en pobreza laboral,18,2009,34.0075
1025,Porcentaje de personas en pobreza laboral,19,2009,22.6279
1025,Porcentaje de personas en pobreza laboral,20,2009,63.093
1025,Porcentaje de personas en pobreza laboral,21,2009,52.9402
1025,Porcentaje de personas en pobreza laboral,22,2009,38.815
1025,Porcentaje de personas en pobreza laboral,23,2009,27.4375
1025,Porcentaje de personas en pobreza laboral,24,2009,50.1375
1025,Porcentaje de personas en pobreza laboral,25,2009,24.9461
1025,Porcentaje de personas en pobreza laboral,26,2009,27.0273
1025,Porcentaje de personas en pobreza laboral,27,2009,40.0736
1025,Porcentaje de personas en pobreza laboral,28,2009,32.5397
1025,Porcentaje de personas en pobreza laboral,29,2009,55.7872
1025,Porcentaje de personas en pobreza laboral,30,2009,47.0931
1025,Porcentaje de personas en pobreza laboral,31,2009,40.587
1025,Porcentaje de personas en pobreza laboral,32,2009,51.6707
1025,Porcentaje de personas en pobreza laboral,01,2010,41.1592
1025,Porcentaje de personas en pobreza laboral,02,2010,26.5955
1025,Porcentaje de personas en pobreza laboral,03,2010,20.2409
1025,Porcentaje de personas en pobreza laboral,04,2010,39.9329
1025,Porcentaje de personas en pobreza laboral,05,2010,36.255
1025,Porcentaje de personas en pobreza laboral,06,2010,25.1462
1025,Porcentaje de personas en pobreza laboral,07,2010,68.7384
1025,Porcentaje de personas en pobreza laboral,08,2010,39.0961
1025,Porcentaje de personas en pobreza laboral,09,2010,31.8836
1025,Porcentaje de personas en pobreza laboral,10,2010,44.0634
1025,Porcentaje de personas en pobreza laboral,11,2010,44.2901
1025,Porcentaje de personas en pobreza laboral,12,2010,63.806
1025,Porcentaje de personas en pobreza laboral,13,2010,48.8543
1025,Porcentaje de personas en pobreza laboral,14,2010,32.0049
1025,Porcentaje de personas en pobreza laboral,15,2010,33.7715
1025,Porcentaje de personas en pobreza laboral,16,2010,42.8717
1025,Porcentaje de personas en pobreza laboral,17,2010,44.1459
1025,Porcentaje de personas en pobreza laboral,18,2010,32.6212
1025,Porcentaje de personas en pobreza laboral,19,2010,24.6154
1025,Porcentaje de personas en pobreza laboral,20,2010,62.3603
1025,Porcentaje de personas en pobreza laboral,21,2010,51.8542
1025,Porcentaje de personas en pobreza laboral,22,2010,40.8456
1025,Porcentaje de personas en pobreza laboral,23,2010,28.3739
1025,Porcentaje de personas en pobreza laboral,24,2010,53.0489
1025,Porcentaje de personas en pobreza laboral,25,2010,30.1013
1025,Porcentaje de personas en pobreza laboral,26,2010,31.9047
1025,Porcentaje de personas en pobreza laboral,27,2010,42.8138
1025,Porcentaje de personas en pobreza laboral,28,2010,35.698
1025,Porcentaje de personas en pobreza laboral,29,2010,57.1028
1025,Porcentaje de personas en pobreza laboral,30,2010,50.9873
1025,Porcentaje de personas en pobreza laboral,31,2010,41.704
1025,Porcentaje de personas en pobreza laboral,32,2010,54.7648
1025,Porcentaje de personas en pobreza laboral,01,2011,43.9454
1025,Porcentaje de personas en pobreza laboral,02,2011,25.9206
1025,Porcentaje de personas en pobreza laboral,03,2011,18.4737
1025,Porcentaje de personas en pobreza laboral,04,2011,38.7316
1025,Porcentaje de personas en pobreza laboral,05,2011,31.1133
1025,Porcentaje de personas en pobreza laboral,06,2011,25.5871
1025,Porcentaje de personas en pobreza laboral,07,2011,67.5396
1025,Porcentaje de personas en pobreza laboral,08,2011,38.5859
1025,Porcentaje de personas en pobreza laboral,09,2011,28.8281
1025,Porcentaje de personas en pobreza laboral,10,2011,42.1767
1025,Porcentaje de personas en pobreza laboral,11,2011,45.7602
1025,Porcentaje de personas en pobreza laboral,12,2011,64.6849
1025,Porcentaje de personas en pobreza laboral,13,2011,47.5956
1025,Porcentaje de personas en pobreza laboral,14,2011,30.9327
1025,Porcentaje de personas en pobreza laboral,15,2011,34.2792
1025,Porcentaje de personas en pobreza laboral,16,2011,39.421
1025,Porcentaje de personas en pobreza laboral,17,2011,45.5982
1025,Porcentaje de personas en pobreza laboral,18,2011,35.3851
1025,Porcentaje de personas en pobreza laboral,19,2011,26.4085
1025,Porcentaje de personas en pobreza laboral,20,2011,61.0883
1025,Porcentaje de personas en pobreza laboral,21,2011,53.7017
1025,Porcentaje de personas en pobreza laboral,22,2011,39.6604
1025,Porcentaje de personas en pobreza laboral,23,2011,28.3829
1025,Porcentaje de personas en pobreza laboral,24,2011,54.7857
1025,Porcentaje de personas en pobreza laboral,25,2011,31.7027
1025,Porcentaje de personas en pobreza laboral,26,2011,30.0849
1025,Porcentaje de personas en pobreza laboral,27,2011,43.2916
1025,Porcentaje de personas en pobreza laboral,28,2011,40.0563
1025,Porcentaje de personas en pobreza laboral,29,2011,51.8051
1025,Porcentaje de personas en pobreza laboral,30,2011,49.4355
1025,Porcentaje de personas en pobreza laboral,31,2011,41.7953
1025,Porcentaje de personas en pobreza laboral,32,2011,58.0285
1025,Porcentaje de personas en pobreza laboral,01,2012,43.2368
1025,Porcentaje de personas en pobreza laboral,02,2012,25.4723
1025,Porcentaje de personas en pobreza laboral,03,2012,20.3776
1025,Porcentaje de personas en pobreza laboral,04,2012,38.7025
1025,Porcentaje de personas en pobreza laboral,05,2012,32.4953
1025,Porcentaje de personas en pobreza laboral,06,2012,25.6419
1025,Porcentaje de personas en pobreza laboral,07,2012,69.137
1025,Porcentaje de personas en pobreza laboral,08,2012,34.1256
1025,Porcentaje de personas en pobreza laboral,09,2012,30.6389
1025,Porcentaje de personas en pobreza laboral,10,2012,41.3121
1025,Porcentaje de personas en pobreza laboral,11,2012,44.694
1025,Porcentaje de personas en pobreza laboral,12,2012,68.1654
1025,Porcentaje de personas en pobreza laboral,13,2012,49.288
1025,Porcentaje de personas en pobreza laboral,14,2012,32.8191
1025,Porcentaje de personas en pobreza laboral,15,2012,37.3176
1025,Porcentaje de personas en pobreza laboral,16,2012,46.8254
1025,Porcentaje de personas en pobreza laboral,17,2012,47.0939
1025,Porcentaje de personas en pobreza laboral,18,2012,38.2827
1025,Porcentaje de personas en pobreza laboral,19,2012,29.096
1025,Porcentaje de personas en pobreza laboral,20,2012,62.2978
1025,Porcentaje de personas en pobreza laboral,21,2012,53.7496
1025,Porcentaje de personas en pobreza laboral,22,2012,43.3765
1025,Porcentaje de personas en pobreza laboral,23,2012,30.7601
1025,Porcentaje de personas en pobreza laboral,24,2012,54.7873
1025,Porcentaje de personas en pobreza laboral,25,2012,28.7262
1025,Porcentaje de personas en pobreza laboral,26,2012,32.9335
1025,Porcentaje de personas en pobreza laboral,27,2012,44.1179
1025,Porcentaje de personas en pobreza laboral,28,2012,39.0713
1025,Porcentaje de personas en pobreza laboral,29,2012,54.7136
1025,Porcentaje de personas en pobreza laboral,30,2012,48.3077
1025,Porcentaje de personas en pobreza laboral,31,2012,43.2329
1025,Porcentaje de personas en pobreza laboral,32,2012,56.671
1025,Porcentaje de personas en pobreza laboral,01,2013,39.2286
1025,Porcentaje de personas en pobreza laboral,02,2013,23.1889
1025,Porcentaje de personas en pobreza laboral,03,2013,20.4611
1025,Porcentaje de personas en pobreza laboral,04,2013,37.4811
1025,Porcentaje de personas en pobreza laboral,05,2013,30.0324
1025,Porcentaje de personas en pobreza laboral,06,2013,25.5839
1025,Porcentaje de personas en pobreza laboral,07,2013,70.2529
1025,Porcentaje de personas en pobreza laboral,08,2013,32.4613
1025,Porcentaje de personas en pobreza laboral,09,2013,31.4903
1025,Porcentaje de personas en pobreza laboral,10,2013,47.311
1025,Porcentaje de personas en pobreza laboral,11,2013,43.546
1025,Porcentaje de personas en pobreza laboral,12,2013,65.3055
1025,Porcentaje de personas en pobreza laboral,13,2013,49.0221
1025,Porcentaje de personas en pobreza laboral,14,2013,32.6036
1025,Porcentaje de personas en pobreza laboral,15,2013,37.3491
1025,Porcentaje de personas en pobreza laboral,16,2013,48.8358
1025,Porcentaje de personas en pobreza laboral,17,2013,50.4131
1025,Porcentaje de personas en pobreza laboral,18,2013,35.5955
1025,Porcentaje de personas en pobreza laboral,19,2013,28.2953
1025,Porcentaje de personas en pobreza laboral,20,2013,67.9505
1025,Porcentaje de personas en pobreza laboral,21,2013,53.1441
1025,Porcentaje de personas en pobreza laboral,22,2013,41.1119
1025,Porcentaje de personas en pobreza laboral,23,2013,31.1962
1025,Porcentaje de personas en pobreza laboral,24,2013,51.957
1025,Porcentaje de personas en pobreza laboral,25,2013,30.4053
1025,Porcentaje de personas en pobreza laboral,26,2013,29.98
1025,Porcentaje de personas en pobreza laboral,27,2013,41.9257
1025,Porcentaje de personas en pobreza laboral,28,2013,40.4308
1025,Porcentaje de personas en pobreza laboral,29,2013,54.1172
1025,Porcentaje de personas en pobreza laboral,30,2013,50.346
1025,Porcentaje de personas en pobreza laboral,31,2013,42.3376
1025,Porcentaje de personas en pobreza laboral,32,2013,56.6681
1025,Porcentaje de personas en pobreza laboral,01,2014,42.5404
1025,Porcentaje de personas en pobreza laboral,02,2014,29.1848
1025,Porcentaje de personas en pobreza laboral,03,2014,22.7555
1025,Porcentaje de personas en pobreza laboral,04,2014,43.1824
1025,Porcentaje de personas en pobreza laboral,05,2014,31.3622
1025,Porcentaje de personas en pobreza laboral,06,2014,30.024
1025,Porcentaje de personas en pobreza laboral,07,2014,72.9043
1025,Porcentaje de personas en pobreza laboral,08,2014,32.8287
1025,Porcentaje de personas en pobreza laboral,09,2014,38.2256
1025,Porcentaje de personas en pobreza laboral,10,2014,48.3963
1025,Porcentaje de personas en pobreza laboral,11,2014,46.3338
1025,Porcentaje de personas en pobreza laboral,12,2014,64.2108
1025,Porcentaje de personas en pobreza laboral,13,2014,48.1136
1025,Porcentaje de personas en pobreza laboral,14,2014,33.7211
1025,Porcentaje de personas en pobreza laboral,15,2014,41.1438
1025,Porcentaje de personas en pobreza laboral,16,2014,47.5926
1025,Porcentaje de personas en pobreza laboral,17,2014,54.6699
1025,Porcentaje de personas en pobreza laboral,18,2014,38.9627
1025,Porcentaje de personas en pobreza laboral,19,2014,29.4087
1025,Porcentaje de personas en pobreza laboral,20,2014,66.8885
1025,Porcentaje de personas en pobreza laboral,21,2014,55.91
1025,Porcentaje de personas en pobreza laboral,22,2014,44.3724
1025,Porcentaje de personas en pobreza laboral,23,2014,35.414
1025,Porcentaje de personas en pobreza laboral,24,2014,54.437
1025,Porcentaje de personas en pobreza laboral,25,2014,31.3633
1025,Porcentaje de personas en pobreza laboral,26,2014,31.6036
1025,Porcentaje de personas en pobreza laboral,27,2014,39.8003
1025,Porcentaje de personas en pobreza laboral,28,2014,42.7307
1025,Porcentaje de personas en pobreza laboral,29,2014,55.7262
1025,Porcentaje de personas en pobreza laboral,30,2014,58.9254
1025,Porcentaje de personas en pobreza laboral,31,2014,42.6214
1025,Porcentaje de personas en pobreza laboral,32,2014,61.1514
1025,Porcentaje de personas en pobreza laboral,01,2015,38.8998
1025,Porcentaje de personas en pobreza laboral,02,2015,26.5972
1025,Porcentaje de personas en pobreza laboral,03,2015,18.7906
1025,Porcentaje de personas en pobreza laboral,04,2015,39.1087
1025,Porcentaje de personas en pobreza laboral,05,2015,30.6988
1025,Porcentaje de personas en pobreza laboral,06,2015,29.537
1025,Porcentaje de personas en pobreza laboral,07,2015,71.4184
1025,Porcentaje de personas en pobreza laboral,08,2015,28.1383
1025,Porcentaje de personas en pobreza laboral,09,2015,35.6411
1025,Porcentaje de personas en pobreza laboral,10,2015,41.6632
1025,Porcentaje de personas en pobreza laboral,11,2015,43.2639
1025,Porcentaje de personas en pobreza laboral,12,2015,65.2605
1025,Porcentaje de personas en pobreza laboral,13,2015,45.2554
1025,Porcentaje de personas en pobreza laboral,14,2015,30.2414
1025,Porcentaje de personas en pobreza laboral,15,2015,42.3175
1025,Porcentaje de personas en pobreza laboral,16,2015,45.4997
1025,Porcentaje de personas en pobreza laboral,17,2015,56.7963
1025,Porcentaje de personas en pobreza laboral,18,2015,37.5708
1025,Porcentaje de personas en pobreza laboral,19,2015,26.2265
1025,Porcentaje de personas en pobreza laboral,20,2015,61.7864
1025,Porcentaje de personas en pobreza laboral,21,2015,53.6301
1025,Porcentaje de personas en pobreza laboral,22,2015,39.0493
1025,Porcentaje de personas en pobreza laboral,23,2015,31.2059
1025,Porcentaje de personas en pobreza laboral,24,2015,53.1583
1025,Porcentaje de personas en pobreza laboral,25,2015,30.5986
1025,Porcentaje de personas en pobreza laboral,26,2015,29.8787
1025,Porcentaje de personas en pobreza laboral,27,2015,40.8732
1025,Porcentaje de personas en pobreza laboral,28,2015,40.8788
1025,Porcentaje de personas en pobreza laboral,29,2015,51.0842
1025,Porcentaje de personas en pobreza laboral,30,2015,55.1325
1025,Porcentaje de personas en pobreza laboral,31,2015,43.137
1025,Porcentaje de personas en pobreza laboral,32,2015,55.874
1025,Porcentaje de personas en pobreza laboral,01,2016,35.6036
1025,Porcentaje de personas en pobreza laboral,02,2016,23.7282
1025,Porcentaje de personas en pobreza laboral,03,2016,20.0687
1025,Porcentaje de personas en pobreza laboral,04,2016,37.4262
1025,Porcentaje de personas en pobreza laboral,05,2016,29.0819
1025,Porcentaje de personas en pobreza laboral,06,2016,27.5209
1025,Porcentaje de personas en pobreza laboral,07,2016,71.4724
1025,Porcentaje de personas en pobreza laboral,08,2016,23.4325
1025,Porcentaje de personas en pobreza laboral,09,2016,32.5804
1025,Porcentaje de personas en pobreza laboral,10,2016,36.7831
1025,Porcentaje de personas en pobreza laboral,11,2016,39.7658
1025,Porcentaje de personas en pobreza laboral,12,2016,66.375
1025,Porcentaje de personas en pobreza laboral,13,2016,43.9809
1025,Porcentaje de personas en pobreza laboral,14,2016,28.3217
1025,Porcentaje de personas en pobreza laboral,15,2016,38.5105
1025,Porcentaje de personas en pobreza laboral,16,2016,45.0192
1025,Porcentaje de personas en pobreza laboral,17,2016,52.3563
1025,Porcentaje de personas en pobreza laboral,18,2016,33.7934
1025,Porcentaje de personas en pobreza laboral,19,2016,23.3759
1025,Porcentaje de personas en pobreza laboral,20,2016,64.118
1025,Porcentaje de personas en pobreza laboral,21,2016,51.5058
1025,Porcentaje de personas en pobreza laboral,22,2016,39.8236
1025,Porcentaje de personas en pobreza laboral,23,2016,29.9514
1025,Porcentaje de personas en pobreza laboral,24,2016,54.2478
1025,Porcentaje de personas en pobreza laboral,25,2016,24.6564
1025,Porcentaje de personas en pobreza laboral,26,2016,29.2857
1025,Porcentaje de personas en pobreza laboral,27,2016,45.1587
1025,Porcentaje de personas en pobreza laboral,28,2016,38.0789
1025,Porcentaje de personas en pobreza laboral,29,2016,50.1459
1025,Porcentaje de personas en pobreza laboral,30,2016,56.6006
1025,Porcentaje de personas en pobreza laboral,31,2016,38.981
1025,Porcentaje de personas en pobreza laboral,32,2016,54.3394
1025,Porcentaje de personas en pobreza laboral,01,2017,38.6039
1025,Porcentaje de personas en pobreza laboral,02,2017,25.7609
1025,Porcentaje de personas en pobreza laboral,03,2017,18.1435
1025,Porcentaje de personas en pobreza laboral,04,2017,41.4275
1025,Porcentaje de personas en pobreza laboral,05,2017,28.8656
1025,Porcentaje de personas en pobreza laboral,06,2017,26.714
1025,Porcentaje de personas en pobreza laboral,07,2017,73.5222
1025,Porcentaje de personas en pobreza laboral,08,2017,25.6533
1025,Porcentaje de personas en pobreza laboral,09,2017,39.2293
1025,Porcentaje de personas en pobreza laboral,10,2017,39.3357
1025,Porcentaje de personas en pobreza laboral,11,2017,37.9281
1025,Porcentaje de personas en pobreza laboral,12,2017,66.7904
1025,Porcentaje de personas en pobreza laboral,13,2017,52.0343
1025,Porcentaje de personas en pobreza laboral,14,2017,27.1571
1025,Porcentaje de personas en pobreza laboral,15,2017,39.3121
