no,indicador,cve_ent,year,valor
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2010,9.19017
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2011,8.4806
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2011,25.36167
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2011,7.51753
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2011,5.96055
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2011,25.18998
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2011,24.97049
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2011,3.8914
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2011,128.33629
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2011,12.12217
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2011,63.84911
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2011,10.83112
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2011,68.27288
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2011,7.62842
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2011,20.00382
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2011,16.66946
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2011,18.92344
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2011,23.63108
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2011,51.76025
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2011,44.26659
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2011,17.41317
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2011,7.30994
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2011,5.69244
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2011,11.83888
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2011,13.61766
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2011,68.54884
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2011,19.71479
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2011,9.93032
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2011,32.61225
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2011,7.28901
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2011,12.62904
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2011,2.61691
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2011,18.90542
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2012,3.79155
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2012,17.89514
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2012,5.42679
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2012,9.28386
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2012,39.58399
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2012,38.39673
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2012,7.58319
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2012,78.62996
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2012,11.93122
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2012,48.58816
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2012,11.99524
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2012,74.41981
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2012,5.72944
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2012,20.11962
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2012,18.13729
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2012,18.20796
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2012,35.96012
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2012,25.12096
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2012,36.97526
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2012,17.52693
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2012,7.61957
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2012,5.81056
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2012,10.8043
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2012,16.83068
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2012,47.37986
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2012,18.84537
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2012,8.29178
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2012,45.75588
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2012,6.02985
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2012,12.69497
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2012,2.04082
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2012,29.59546
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2013,3.78866
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2013,23.24495
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2013,7.01796
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2013,7.98528
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2013,27.16071
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2013,32.29055
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2013,9.44354
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2013,59.96863
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2013,12.13618
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2013,27.1571
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2013,11.99015
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2013,63.83677
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2013,5.89054
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2013,18.96034
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2013,20.4266
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2013,19.95525
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2013,33.23342
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2013,19.38806
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2013,18.42569
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2013,19.02301
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2013,9.05698
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2013,5.92477
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2013,11.19481
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2013,11.05374
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2013,40.83017
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2013,23.27628
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2013,10.34994
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2013,25.64329
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2013,6.95068
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2013,9.38874
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2013,2.34508
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2013,27.16228
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2014,3.48475
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2014,21.30783
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2014,13.02009
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2014,8.61578
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2014,15.94533
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2014,19.29101
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2014,8.66545
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2014,48.96272
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2014,11.92606
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2014,19.63633
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2014,13.54729
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2014,47.90359
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2014,7.26185
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2014,13.0885
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2014,17.77292
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2014,20.00733
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2014,22.84733
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2014,14.61241
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2014,11.1511
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2014,18.45197
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2014,9.02595
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2014,5.20885
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2014,8.31118
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2014,9.78639
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2014,38.56061
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2014,23.17741
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2014,9.7519
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2014,26.19752
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2014,7.22255
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2014,10.75353
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2014,2.26465
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2014,12.30902
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2015,3.49534
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2015,25.01349
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2015,24.78077
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2015,7.30584
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2015,10.40659
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2015,31.62935
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2015,10.13684
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2015,42.5509
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2015,11.78948
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2015,11.554
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2015,16.19024
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2015,66.86478
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2015,8.0174
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2015,15.27323
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2015,16.19782
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2015,18.63797
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2015,24.15558
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2015,12.1788
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2015,9.00076
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2015,19.91621
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2015,9.97806
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2015,6.64559
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2015,9.32423
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2015,9.52654
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2015,36.06467
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2015,20.17756
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2015,14.91505
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2015,19.48485
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2015,6.05112
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2015,12.224
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2015,2.6924
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2015,20.89124
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2016,3.58341
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2016,32.97419
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2016,31.86816
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2016,10.07149
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2016,8.48087
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2016,84.00316
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2016,10.12217
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2016,49.07329
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2016,13.91783
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2016,11.9001
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2016,20.37216
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2016,71.44346
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2016,7.40353
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2016,16.00545
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2016,16.53781
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2016,30.32081
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2016,33.64898
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2016,12.31622
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2016,11.62662
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2016,19.48538
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2016,11.48573
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2016,6.31654
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2016,11.89664
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2016,11.96121
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2016,42.6678
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2016,19.85748
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2016,17.62764
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2016,22.92875
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2016,7.20118
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2016,15.70215
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2016,2.91456
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2016,35.78908
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2017,5.75552
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2017,60.1662
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2017,96.93553
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2017,7.97422
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2017,8.44727
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2017,113.0431
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2017,10.7296
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2017,58.66406
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2017,14.26446
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2017,11.26261
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2017,36.74472
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2017,71.80938
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2017,10.25838
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2017,19.01805
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2017,18.20977
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2017,36.4122
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2017,33.23492
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2017,38.53542
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2017,12.02116
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2017,24.13373
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2017,16.69231
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2017,9.71524
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2017,26.62649
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2017,17.80971
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2017,53.526
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2017,25.47314
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2017,18.2816
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2017,33.86394
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2017,9.31004
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2017,21.99807
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2017,2.32251
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2017,43.21447
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2018,5.44939
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2018,77.69904
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2018,23.19276
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2018,8.15171
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2018,7.03751
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2018,92.70533
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2018,9.27826
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2018,73.7
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2018,15.67296
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2018,8.18101
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2018,55.41803
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2018,59.92479
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2018,9.89013
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2018,33.30689
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2018,18.42908
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2018,41.30514
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2018,41.30468
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2018,29.5108
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2018,14.84844
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2018,26.47332
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2018,17.88477
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2018,9.87389
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2018,46.51802
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2018,18.64514
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2018,36.23516
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2018,30.56624
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2018,21.60106
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2018,30.17131
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2018,10.70615
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2018,17.77226
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2018,2.49698
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2018,43.71277
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2019,6.68366
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2019,73.30693
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2019,11.90837
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2019,8.43846
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2019,8.82223
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2019,95.25994
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2019,10.97699
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2019,70.617
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2019,13.7321
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2019,8.93667
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2019,62.03188
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2019,52.90577
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2019,15.44363
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2019,29.45371
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2019,18.80814
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2019,50.43398
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2019,52.68701
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2019,17.16484
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2019,16.93598
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2019,27.34299
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2019,18.71298
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2019,9.34601
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2019,38.99059
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2019,17.78876
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2019,36.72051
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2019,45.84673
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2019,28.1716
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2019,24.13991
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2019,13.98912
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2019,17.65981
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2019,1.97692
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2019,41.34217
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2020,5.76903
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2020,76.22533
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2020,8.58792
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2020,7.02741
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,05,2020,7.22525
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,06,2020,83.74468
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,07,2020,9.3784
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,08,2020,90.54125
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,09,2020,14.29399
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,10,2020,7.85726
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,11,2020,81.12297
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,12,2020,40.47273
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,13,2020,11.62878
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,14,2020,25.41239
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,15,2020,17.75853
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,16,2020,49.16912
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,17,2020,49.23221
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,18,2020,14.52873
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,19,2020,15.56052
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,20,2020,20.40697
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,21,2020,14.31721
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,22,2020,9.33954
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,23,2020,32.81986
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,24,2020,27.64916
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,25,2020,27.92414
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,26,2020,52.06033
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,27,2020,23.80709
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,28,2020,21.69094
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,29,2020,11.16829
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,30,2020,13.97919
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,31,2020,3.04682
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,32,2020,74.43666
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,01,2021,6.7226
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,02,2021,82.72653
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,03,2021,8.53538
173,Tasa bruta anual de defunciones por homicidio por cada cien mil habitantes,04,2021,9.23877
